Estimate,Est.Error,Q2.5,Q97.5,Group,Sex,WeeksNom,TimeNom,Weeks,FullGroup,Time
21.54270383774941,2.084138724896084,17.828061261705372,25.97895031343446,TC,Female,8,30,8,Female_TC,30
10.386054392911856,1.0077389463620527,8.58700562685828,12.530960206401929,TC,Female,8,60,8,Female_TC,60
5.238246076085431,0.541707509463072,4.280041432251798,6.3977138164021845,TC,Male,8,0,8,Male_TC,0
28.42799022602576,3.25831259850515,22.622475618079317,35.42314118056679,TC,Male,8,30,8,Male_TC,30
20.551201209421563,2.1286264181292083,16.782294334603716,25.102211561554995,TC,Male,8,60,8,Male_TC,60
4.298988158798908,0.4427421996563201,3.5149514147086505,5.250362148517633,TC,Female,10,0,10,Female_TC,0
22.807526172761282,2.7371676981445456,17.980446786690706,28.70100758496973,TC,Female,10,30,10,Female_TC,30
7.575471644826525,0.7856204582964058,6.162117383249205,9.243074823253128,TC,Female,10,60,10,Female_TC,60
4.761198227370594,0.5233319382941668,3.836720069064181,5.886342643254976,TC,Male,10,0,10,Male_TC,0
32.49907756811749,4.482504676035044,24.74340204755712,42.13257267527711,TC,Male,10,30,10,Male_TC,30
21.324877597760263,2.3520118138565618,17.155291228718863,26.371343146689416,TC,Male,10,60,10,Male_TC,60
3.8176078630996324,0.39457772460286633,3.117558880013461,4.662986588122216,TC,Female,12,0,12,Female_TC,0
17.66337509209084,1.8304310015480423,14.392576168540671,21.563477628818056,TC,Female,12,30,12,Female_TC,30
4.376986780797544,0.4546736098283039,3.564914794062114,5.347090009292204,TC,Female,12,60,12,Female_TC,60
4.662349854551185,0.5161677788014957,3.7516944088055952,5.773315094983162,TC,Male,12,0,12,Male_TC,0
27.06698762906848,2.99525075341066,21.778806057341303,33.50848104745816,TC,Male,12,30,12,Male_TC,30
11.806634289144567,1.6267692964391625,8.97082801937505,15.339475323779286,TC,Male,12,60,12,Male_TC,60
3.8099172956472143,0.5197195579301007,2.8980482674274572,4.935745921972508,TC,Female,16,0,16,Female_TC,0
16.17830083537344,2.2145959809661444,12.29238395693424,20.962774918281223,TC,Female,16,30,16,Female_TC,30
3.582263083490035,0.489205209424111,2.72456409146964,4.643832670863872,TC,Female,16,60,16,Female_TC,60
4.260327695881184,0.5804781550887034,3.2428002014823436,5.517027203578142,TC,Female,16,90,16,Female_TC,90
5.0382974361505735,0.6874941852621803,3.8331690079132006,6.529382264040049,TC,Female,16,120,16,Female_TC,120
5.0188181036740485,0.7317534988420783,3.748375270117326,6.609309815101714,TC,Male,16,0,16,Male_TC,0
23.244597224728086,3.410616155626381,17.325177125716912,30.67934997220527,TC,Male,16,30,16,Male_TC,30
8.858592669328967,1.30402867439482,6.584484640744138,11.700184369088337,TC,Male,16,60,16,Male_TC,60
6.642004189002734,0.970418777945977,4.956558468943101,8.76247535140304,TC,Male,16,90,16,Male_TC,90
6.396031471908945,0.9380491977175821,4.772938863549129,8.449672467194976,TC,Male,16,120,16,Male_TC,120
3.5402849054349965,0.5441633936642677,2.5989309475358695,4.73036294616462,TC,Female,21,0,21,Female_TC,0
13.285153405603648,2.046847757772835,9.740885203693207,17.76118997680457,TC,Female,21,30,21,Female_TC,30
3.0147265034267656,0.46354752012410916,2.2125421963817433,4.0286945771155755,TC,Female,21,60,21,Female_TC,60
3.306633504400145,0.509619458637955,2.423546529569831,4.41928043861378,TC,Female,21,90,21,Female_TC,90
4.230098410558005,0.6522513508203828,3.101533258190475,5.660462055150711,TC,Female,21,120,21,Female_TC,120
4.751218645923937,0.8374672485810226,3.3260089019304053,6.612608357173538,TC,Male,21,0,21,Male_TC,0
12.861637691884889,2.28026696669852,8.98652407297111,17.904397542710118,TC,Male,21,30,21,Male_TC,30
4.630832744925689,0.8180929714934946,3.2429454494568875,6.445551256357352,TC,Male,21,60,21,Male_TC,60
5.826357286164972,1.0295705625890632,4.075608871029634,8.103830421377694,TC,Male,21,90,21,Male_TC,90
5.874774636768857,1.0361426620688825,4.114326861065015,8.16716850566638,TC,Male,21,120,21,Male_TC,120
