AnimalID	Time	BG.Start	BG.End	Date	Delivery	GLP1.Start	GLP1.End	Ins.Start	Ins.End	Gcg.Start	Gcg.End
TJKV06M.36	60	1.1	1.1	2018/08/07	ArgTT	140.145504845611	140.145504845611	3.17411190570604	3.17411190570604	534.58770700487	534.58770700487
TJKV06M.37	60	1.2	1.2	2018/08/07	ArgTT	79.6288768650023	79.6288768650023	1.37737494791587	1.37737494791587	484.133052088554	484.133052088554
TJKV06M.38	60	1.3	1.3	2018/08/07	ArgTT	54.9125329247549	54.9125329247549	1.93286415815209	1.93286415815209	0	180
TJKV06M.47	60	4.7	4.7	2018/08/07	ArgTT	0	13.333333333333334	0	0.05333333333333334	0	180
TJKV06M.48	60	1.3	1.3	2018/08/07	ArgTT	66.2578855863327	66.2578855863327	2.2952254141586	2.2952254141586	202.392125302327	202.392125302327
TJKV06M.02	90	4.2	4.2	2018/08/07	ArgTT						
TJKV06M.06	90	4	4	2018/08/07	ArgTT						
TJKV06M.07	90	1.9	1.9	2018/08/07	ArgTT						
TJKV06M.13	90	5.6	5.6	2018/08/07	ArgTT						
TJKV06M.15	90	3.6	3.6	2018/08/07	ArgTT						
TJKV06M.18	90	8.2	8.2	2018/08/07	ArgTT						
TJKV06M.20	90	6	6	2018/08/07	ArgTT						
TJKV06M.03	90	4.3	4.3	2018/08/07	ArgTT						
TJKV06M.28	90	5.1	5.1	2018/08/07	ArgTT						
TJKV06M.29	90	4.6	4.6	2018/08/07	ArgTT						
